,taxon,Sample_ID,count,Level,Age,Strain,Genotype
92,Akkermansia_muciniphila,X20_AKF_8733_2,0,Species,20 Weeks,AJ,KO
93,Akkermansia_muciniphila,X20_AKF_8738_1,0,Species,20 Weeks,AJ,KO
94,Akkermansia_muciniphila,X20_AKF_8738_2,0,Species,20 Weeks,AJ,KO
95,Akkermansia_muciniphila,X20_AKF_8802_1,1,Species,20 Weeks,AJ,KO
96,Akkermansia_muciniphila,X20_AKF_8802_2,0,Species,20 Weeks,AJ,KO
97,Akkermansia_muciniphila,X20_AKM_8768_1,0,Species,20 Weeks,AJ,KO
98,Akkermansia_muciniphila,X20_AKM_8768_2,1,Species,20 Weeks,AJ,KO
99,Akkermansia_muciniphila,X20_AKM_8769_1,0,Species,20 Weeks,AJ,KO
100,Akkermansia_muciniphila,X20_AKM_8769_2,2,Species,20 Weeks,AJ,KO
101,Akkermansia_muciniphila,X20_AKM_8771_1,2,Species,20 Weeks,AJ,KO
102,Akkermansia_muciniphila,X20_AKM_8771_2,1,Species,20 Weeks,AJ,KO
103,Akkermansia_muciniphila,X20_AWF_8736_1,0,Species,20 Weeks,AJ,WT
104,Akkermansia_muciniphila,X20_AWF_8736_2,1,Species,20 Weeks,AJ,WT
105,Akkermansia_muciniphila,X20_AWF_8797_1,0,Species,20 Weeks,AJ,WT
106,Akkermansia_muciniphila,X20_AWF_8797_2,0,Species,20 Weeks,AJ,WT
107,Akkermansia_muciniphila,X20_AWF_9005_1,0,Species,20 Weeks,AJ,WT
108,Akkermansia_muciniphila,X20_AWF_9005_2,1,Species,20 Weeks,AJ,WT
109,Akkermansia_muciniphila,X20_AWM_8728_1,1,Species,20 Weeks,AJ,WT
110,Akkermansia_muciniphila,X20_AWM_8728_2,0,Species,20 Weeks,AJ,WT
111,Akkermansia_muciniphila,X20_AWM_8730_1,0,Species,20 Weeks,AJ,WT
112,Akkermansia_muciniphila,X20_AWM_8730_2,1,Species,20 Weeks,AJ,WT
113,Akkermansia_muciniphila,X20_AWM_8766_1,0,Species,20 Weeks,AJ,WT
114,Akkermansia_muciniphila,X20_AWM_8766_2,0,Species,20 Weeks,AJ,WT
115,Akkermansia_muciniphila,X20_BKF_8726_1,37,Species,20 Weeks,B6,KO
116,Akkermansia_muciniphila,X20_BKF_8726_2,37,Species,20 Weeks,B6,KO
117,Akkermansia_muciniphila,X20_BKF_8926_1,115,Species,20 Weeks,B6,KO
118,Akkermansia_muciniphila,X20_BKF_8926_2,151,Species,20 Weeks,B6,KO
119,Akkermansia_muciniphila,X20_BKF_8927_1,184,Species,20 Weeks,B6,KO
120,Akkermansia_muciniphila,X20_BKF_8927_2,129,Species,20 Weeks,B6,KO
121,Akkermansia_muciniphila,X20_BKM_8719_1,61,Species,20 Weeks,B6,KO
122,Akkermansia_muciniphila,X20_BKM_8719_2,81,Species,20 Weeks,B6,KO
123,Akkermansia_muciniphila,X20_BKM_8859_1,118,Species,20 Weeks,B6,KO
124,Akkermansia_muciniphila,X20_BKM_8859_2,55,Species,20 Weeks,B6,KO
125,Akkermansia_muciniphila,X20_BKM_8860_1,46,Species,20 Weeks,B6,KO
126,Akkermansia_muciniphila,X20_BKM_8860_2,26,Species,20 Weeks,B6,KO
127,Akkermansia_muciniphila,X20_BWF_8754_1,50,Species,20 Weeks,B6,WT
128,Akkermansia_muciniphila,X20_BWF_8754_2,108,Species,20 Weeks,B6,WT
129,Akkermansia_muciniphila,X20_BWF_8755_1,76,Species,20 Weeks,B6,WT
130,Akkermansia_muciniphila,X20_BWF_8755_2,65,Species,20 Weeks,B6,WT
131,Akkermansia_muciniphila,X20_BWF_8852_1,17,Species,20 Weeks,B6,WT
132,Akkermansia_muciniphila,X20_BWF_8852_2,8,Species,20 Weeks,B6,WT
133,Akkermansia_muciniphila,X20_BWM_8745_1,54,Species,20 Weeks,B6,WT
134,Akkermansia_muciniphila,X20_BWM_8745_2,122,Species,20 Weeks,B6,WT
135,Akkermansia_muciniphila,X20_BWM_8747_1,34,Species,20 Weeks,B6,WT
136,Akkermansia_muciniphila,X20_BWM_8747_2,61,Species,20 Weeks,B6,WT
137,Akkermansia_muciniphila,X20_BWM_8847_1,0,Species,20 Weeks,B6,WT
138,Akkermansia_muciniphila,X20_BWM_8847_2,0,Species,20 Weeks,B6,WT
139,Akkermansia_muciniphila,X8_AKF_8733_1,1,Species,8 Weeks,AJ,KO
140,Akkermansia_muciniphila,X8_AKF_8733_2,1,Species,8 Weeks,AJ,KO
141,Akkermansia_muciniphila,X8_AKF_8738_1,0,Species,8 Weeks,AJ,KO
142,Akkermansia_muciniphila,X8_AKF_8738_2,1,Species,8 Weeks,AJ,KO
143,Akkermansia_muciniphila,X8_AKF_8802_1,1,Species,8 Weeks,AJ,KO
144,Akkermansia_muciniphila,X8_AKM_8768_1,2,Species,8 Weeks,AJ,KO
145,Akkermansia_muciniphila,X8_AKM_8768_2,0,Species,8 Weeks,AJ,KO
146,Akkermansia_muciniphila,X8_AKM_8769_1,0,Species,8 Weeks,AJ,KO
147,Akkermansia_muciniphila,X8_AKM_8769_2,3,Species,8 Weeks,AJ,KO
148,Akkermansia_muciniphila,X8_AKM_8771_1,0,Species,8 Weeks,AJ,KO
149,Akkermansia_muciniphila,X8_AKM_8771_2,0,Species,8 Weeks,AJ,KO
150,Akkermansia_muciniphila,X8_AWF_8736_1,0,Species,8 Weeks,AJ,WT
151,Akkermansia_muciniphila,X8_AWF_8736_2,1,Species,8 Weeks,AJ,WT
152,Akkermansia_muciniphila,X8_AWF_8797_1,0,Species,8 Weeks,AJ,WT
153,Akkermansia_muciniphila,X8_AWF_9005_1,2,Species,8 Weeks,AJ,WT
154,Akkermansia_muciniphila,X8_AWF_9005_2,0,Species,8 Weeks,AJ,WT
155,Akkermansia_muciniphila,X8_AWM_8728_1,0,Species,8 Weeks,AJ,WT
156,Akkermansia_muciniphila,X8_AWM_8728_2,0,Species,8 Weeks,AJ,WT
157,Akkermansia_muciniphila,X8_AWM_8730_1,1,Species,8 Weeks,AJ,WT
158,Akkermansia_muciniphila,X8_AWM_8730_2,0,Species,8 Weeks,AJ,WT
159,Akkermansia_muciniphila,X8_AWM_8766_1,0,Species,8 Weeks,AJ,WT
160,Akkermansia_muciniphila,X8_AWM_8766_2,0,Species,8 Weeks,AJ,WT
161,Akkermansia_muciniphila,X8_BKF_8726_1,117,Species,8 Weeks,B6,KO
162,Akkermansia_muciniphila,X8_BKF_8726_2,128,Species,8 Weeks,B6,KO
163,Akkermansia_muciniphila,X8_BKF_8926_1,95,Species,8 Weeks,B6,KO
164,Akkermansia_muciniphila,X8_BKF_8926_2,104,Species,8 Weeks,B6,KO
165,Akkermansia_muciniphila,X8_BKF_8927_1,127,Species,8 Weeks,B6,KO
166,Akkermansia_muciniphila,X8_BKM_8719_1,45,Species,8 Weeks,B6,KO
167,Akkermansia_muciniphila,X8_BKM_8719_2,65,Species,8 Weeks,B6,KO
168,Akkermansia_muciniphila,X8_BKM_8859_1,23,Species,8 Weeks,B6,KO
169,Akkermansia_muciniphila,X8_BKM_8859_2,0,Species,8 Weeks,B6,KO
170,Akkermansia_muciniphila,X8_BKM_8860_1,158,Species,8 Weeks,B6,KO
171,Akkermansia_muciniphila,X8_BKM_8860_2,384,Species,8 Weeks,B6,KO
172,Akkermansia_muciniphila,X8_BWF_8754_1,191,Species,8 Weeks,B6,WT
173,Akkermansia_muciniphila,X8_BWF_8754_2,109,Species,8 Weeks,B6,WT
174,Akkermansia_muciniphila,X8_BWF_8755_1,78,Species,8 Weeks,B6,WT
175,Akkermansia_muciniphila,X8_BWF_8852_1,124,Species,8 Weeks,B6,WT
176,Akkermansia_muciniphila,X8_BWF_8852_2,73,Species,8 Weeks,B6,WT
177,Akkermansia_muciniphila,X8_BWM_8745_1,38,Species,8 Weeks,B6,WT
178,Akkermansia_muciniphila,X8_BWM_8745_2,74,Species,8 Weeks,B6,WT
179,Akkermansia_muciniphila,X8_BWM_8747_1,330,Species,8 Weeks,B6,WT
180,Akkermansia_muciniphila,X8_BWM_8747_2,351,Species,8 Weeks,B6,WT
181,Akkermansia_muciniphila,X8_BWM_8847_1,83,Species,8 Weeks,B6,WT
182,Akkermansia_muciniphila,X8_BWM_8847_2,209,Species,8 Weeks,B6,WT
183,Faecalibaculum_unclassified,X20_AKF_8733_2,0,Species,20 Weeks,AJ,KO
184,Faecalibaculum_unclassified,X20_AKF_8738_1,0,Species,20 Weeks,AJ,KO
185,Faecalibaculum_unclassified,X20_AKF_8738_2,0,Species,20 Weeks,AJ,KO
186,Faecalibaculum_unclassified,X20_AKF_8802_1,18,Species,20 Weeks,AJ,KO
187,Faecalibaculum_unclassified,X20_AKF_8802_2,10,Species,20 Weeks,AJ,KO
188,Faecalibaculum_unclassified,X20_AKM_8768_1,0,Species,20 Weeks,AJ,KO
189,Faecalibaculum_unclassified,X20_AKM_8768_2,0,Species,20 Weeks,AJ,KO
190,Faecalibaculum_unclassified,X20_AKM_8769_1,0,Species,20 Weeks,AJ,KO
191,Faecalibaculum_unclassified,X20_AKM_8769_2,0,Species,20 Weeks,AJ,KO
192,Faecalibaculum_unclassified,X20_AKM_8771_1,0,Species,20 Weeks,AJ,KO
193,Faecalibaculum_unclassified,X20_AKM_8771_2,0,Species,20 Weeks,AJ,KO
194,Faecalibaculum_unclassified,X20_AWF_8736_1,1,Species,20 Weeks,AJ,WT
195,Faecalibaculum_unclassified,X20_AWF_8736_2,1,Species,20 Weeks,AJ,WT
196,Faecalibaculum_unclassified,X20_AWF_8797_1,1,Species,20 Weeks,AJ,WT
197,Faecalibaculum_unclassified,X20_AWF_8797_2,1,Species,20 Weeks,AJ,WT
198,Faecalibaculum_unclassified,X20_AWF_9005_1,0,Species,20 Weeks,AJ,WT
199,Faecalibaculum_unclassified,X20_AWF_9005_2,0,Species,20 Weeks,AJ,WT
200,Faecalibaculum_unclassified,X20_AWM_8728_1,3,Species,20 Weeks,AJ,WT
201,Faecalibaculum_unclassified,X20_AWM_8728_2,3,Species,20 Weeks,AJ,WT
202,Faecalibaculum_unclassified,X20_AWM_8730_1,12,Species,20 Weeks,AJ,WT
203,Faecalibaculum_unclassified,X20_AWM_8730_2,5,Species,20 Weeks,AJ,WT
204,Faecalibaculum_unclassified,X20_AWM_8766_1,0,Species,20 Weeks,AJ,WT
205,Faecalibaculum_unclassified,X20_AWM_8766_2,0,Species,20 Weeks,AJ,WT
206,Faecalibaculum_unclassified,X20_BKF_8726_1,40,Species,20 Weeks,B6,KO
207,Faecalibaculum_unclassified,X20_BKF_8726_2,26,Species,20 Weeks,B6,KO
208,Faecalibaculum_unclassified,X20_BKF_8926_1,11,Species,20 Weeks,B6,KO
209,Faecalibaculum_unclassified,X20_BKF_8926_2,21,Species,20 Weeks,B6,KO
210,Faecalibaculum_unclassified,X20_BKF_8927_1,35,Species,20 Weeks,B6,KO
211,Faecalibaculum_unclassified,X20_BKF_8927_2,48,Species,20 Weeks,B6,KO
212,Faecalibaculum_unclassified,X20_BKM_8719_1,89,Species,20 Weeks,B6,KO
213,Faecalibaculum_unclassified,X20_BKM_8719_2,70,Species,20 Weeks,B6,KO
214,Faecalibaculum_unclassified,X20_BKM_8859_1,32,Species,20 Weeks,B6,KO
215,Faecalibaculum_unclassified,X20_BKM_8859_2,19,Species,20 Weeks,B6,KO
216,Faecalibaculum_unclassified,X20_BKM_8860_1,107,Species,20 Weeks,B6,KO
217,Faecalibaculum_unclassified,X20_BKM_8860_2,11,Species,20 Weeks,B6,KO
218,Faecalibaculum_unclassified,X20_BWF_8754_1,62,Species,20 Weeks,B6,WT
219,Faecalibaculum_unclassified,X20_BWF_8754_2,66,Species,20 Weeks,B6,WT
220,Faecalibaculum_unclassified,X20_BWF_8755_1,48,Species,20 Weeks,B6,WT
221,Faecalibaculum_unclassified,X20_BWF_8755_2,108,Species,20 Weeks,B6,WT
222,Faecalibaculum_unclassified,X20_BWF_8852_1,57,Species,20 Weeks,B6,WT
223,Faecalibaculum_unclassified,X20_BWF_8852_2,68,Species,20 Weeks,B6,WT
224,Faecalibaculum_unclassified,X20_BWM_8745_1,124,Species,20 Weeks,B6,WT
225,Faecalibaculum_unclassified,X20_BWM_8745_2,29,Species,20 Weeks,B6,WT
226,Faecalibaculum_unclassified,X20_BWM_8747_1,14,Species,20 Weeks,B6,WT
227,Faecalibaculum_unclassified,X20_BWM_8747_2,29,Species,20 Weeks,B6,WT
228,Faecalibaculum_unclassified,X20_BWM_8847_1,71,Species,20 Weeks,B6,WT
229,Faecalibaculum_unclassified,X20_BWM_8847_2,27,Species,20 Weeks,B6,WT
230,Faecalibaculum_unclassified,X8_AKF_8733_1,0,Species,8 Weeks,AJ,KO
231,Faecalibaculum_unclassified,X8_AKF_8733_2,0,Species,8 Weeks,AJ,KO
232,Faecalibaculum_unclassified,X8_AKF_8738_1,18,Species,8 Weeks,AJ,KO
233,Faecalibaculum_unclassified,X8_AKF_8738_2,4,Species,8 Weeks,AJ,KO
234,Faecalibaculum_unclassified,X8_AKF_8802_1,2,Species,8 Weeks,AJ,KO
235,Faecalibaculum_unclassified,X8_AKM_8768_1,0,Species,8 Weeks,AJ,KO
236,Faecalibaculum_unclassified,X8_AKM_8768_2,0,Species,8 Weeks,AJ,KO
237,Faecalibaculum_unclassified,X8_AKM_8769_1,4,Species,8 Weeks,AJ,KO
238,Faecalibaculum_unclassified,X8_AKM_8769_2,5,Species,8 Weeks,AJ,KO
239,Faecalibaculum_unclassified,X8_AKM_8771_1,2,Species,8 Weeks,AJ,KO
240,Faecalibaculum_unclassified,X8_AKM_8771_2,1,Species,8 Weeks,AJ,KO
241,Faecalibaculum_unclassified,X8_AWF_8736_1,7,Species,8 Weeks,AJ,WT
242,Faecalibaculum_unclassified,X8_AWF_8736_2,79,Species,8 Weeks,AJ,WT
243,Faecalibaculum_unclassified,X8_AWF_8797_1,1,Species,8 Weeks,AJ,WT
244,Faecalibaculum_unclassified,X8_AWF_9005_1,1,Species,8 Weeks,AJ,WT
245,Faecalibaculum_unclassified,X8_AWF_9005_2,0,Species,8 Weeks,AJ,WT
246,Faecalibaculum_unclassified,X8_AWM_8728_1,2,Species,8 Weeks,AJ,WT
247,Faecalibaculum_unclassified,X8_AWM_8728_2,2,Species,8 Weeks,AJ,WT
248,Faecalibaculum_unclassified,X8_AWM_8730_1,4,Species,8 Weeks,AJ,WT
249,Faecalibaculum_unclassified,X8_AWM_8730_2,6,Species,8 Weeks,AJ,WT
250,Faecalibaculum_unclassified,X8_AWM_8766_1,55,Species,8 Weeks,AJ,WT
251,Faecalibaculum_unclassified,X8_AWM_8766_2,5,Species,8 Weeks,AJ,WT
252,Faecalibaculum_unclassified,X8_BKF_8726_1,45,Species,8 Weeks,B6,KO
253,Faecalibaculum_unclassified,X8_BKF_8726_2,20,Species,8 Weeks,B6,KO
254,Faecalibaculum_unclassified,X8_BKF_8926_1,36,Species,8 Weeks,B6,KO
255,Faecalibaculum_unclassified,X8_BKF_8926_2,11,Species,8 Weeks,B6,KO
256,Faecalibaculum_unclassified,X8_BKF_8927_1,24,Species,8 Weeks,B6,KO
257,Faecalibaculum_unclassified,X8_BKM_8719_1,81,Species,8 Weeks,B6,KO
258,Faecalibaculum_unclassified,X8_BKM_8719_2,56,Species,8 Weeks,B6,KO
259,Faecalibaculum_unclassified,X8_BKM_8859_1,29,Species,8 Weeks,B6,KO
260,Faecalibaculum_unclassified,X8_BKM_8859_2,1,Species,8 Weeks,B6,KO
261,Faecalibaculum_unclassified,X8_BKM_8860_1,135,Species,8 Weeks,B6,KO
262,Faecalibaculum_unclassified,X8_BKM_8860_2,96,Species,8 Weeks,B6,KO
263,Faecalibaculum_unclassified,X8_BWF_8754_1,51,Species,8 Weeks,B6,WT
264,Faecalibaculum_unclassified,X8_BWF_8754_2,44,Species,8 Weeks,B6,WT
265,Faecalibaculum_unclassified,X8_BWF_8755_1,20,Species,8 Weeks,B6,WT
266,Faecalibaculum_unclassified,X8_BWF_8852_1,16,Species,8 Weeks,B6,WT
267,Faecalibaculum_unclassified,X8_BWF_8852_2,18,Species,8 Weeks,B6,WT
268,Faecalibaculum_unclassified,X8_BWM_8745_1,127,Species,8 Weeks,B6,WT
269,Faecalibaculum_unclassified,X8_BWM_8745_2,59,Species,8 Weeks,B6,WT
270,Faecalibaculum_unclassified,X8_BWM_8747_1,50,Species,8 Weeks,B6,WT
271,Faecalibaculum_unclassified,X8_BWM_8747_2,44,Species,8 Weeks,B6,WT
272,Faecalibaculum_unclassified,X8_BWM_8847_1,0,Species,8 Weeks,B6,WT
273,Faecalibaculum_unclassified,X8_BWM_8847_2,1,Species,8 Weeks,B6,WT
274,Turicibacter_unclassified,X20_AKF_8733_2,1,Species,20 Weeks,AJ,KO
275,Turicibacter_unclassified,X20_AKF_8738_1,0,Species,20 Weeks,AJ,KO
276,Turicibacter_unclassified,X20_AKF_8738_2,0,Species,20 Weeks,AJ,KO
277,Turicibacter_unclassified,X20_AKF_8802_1,1,Species,20 Weeks,AJ,KO
278,Turicibacter_unclassified,X20_AKF_8802_2,0,Species,20 Weeks,AJ,KO
279,Turicibacter_unclassified,X20_AKM_8768_1,1,Species,20 Weeks,AJ,KO
280,Turicibacter_unclassified,X20_AKM_8768_2,0,Species,20 Weeks,AJ,KO
281,Turicibacter_unclassified,X20_AKM_8769_1,0,Species,20 Weeks,AJ,KO
282,Turicibacter_unclassified,X20_AKM_8769_2,0,Species,20 Weeks,AJ,KO
283,Turicibacter_unclassified,X20_AKM_8771_1,0,Species,20 Weeks,AJ,KO
284,Turicibacter_unclassified,X20_AKM_8771_2,0,Species,20 Weeks,AJ,KO
285,Turicibacter_unclassified,X20_AWF_8736_1,1,Species,20 Weeks,AJ,WT
286,Turicibacter_unclassified,X20_AWF_8736_2,0,Species,20 Weeks,AJ,WT
287,Turicibacter_unclassified,X20_AWF_8797_1,3,Species,20 Weeks,AJ,WT
288,Turicibacter_unclassified,X20_AWF_8797_2,1,Species,20 Weeks,AJ,WT
289,Turicibacter_unclassified,X20_AWF_9005_1,2,Species,20 Weeks,AJ,WT
290,Turicibacter_unclassified,X20_AWF_9005_2,4,Species,20 Weeks,AJ,WT
291,Turicibacter_unclassified,X20_AWM_8728_1,5,Species,20 Weeks,AJ,WT
292,Turicibacter_unclassified,X20_AWM_8728_2,5,Species,20 Weeks,AJ,WT
293,Turicibacter_unclassified,X20_AWM_8730_1,7,Species,20 Weeks,AJ,WT
294,Turicibacter_unclassified,X20_AWM_8730_2,5,Species,20 Weeks,AJ,WT
295,Turicibacter_unclassified,X20_AWM_8766_1,13,Species,20 Weeks,AJ,WT
296,Turicibacter_unclassified,X20_AWM_8766_2,7,Species,20 Weeks,AJ,WT
297,Turicibacter_unclassified,X20_BKF_8726_1,193,Species,20 Weeks,B6,KO
298,Turicibacter_unclassified,X20_BKF_8726_2,173,Species,20 Weeks,B6,KO
299,Turicibacter_unclassified,X20_BKF_8926_1,193,Species,20 Weeks,B6,KO
300,Turicibacter_unclassified,X20_BKF_8926_2,90,Species,20 Weeks,B6,KO
301,Turicibacter_unclassified,X20_BKF_8927_1,168,Species,20 Weeks,B6,KO
302,Turicibacter_unclassified,X20_BKF_8927_2,216,Species,20 Weeks,B6,KO
303,Turicibacter_unclassified,X20_BKM_8719_1,36,Species,20 Weeks,B6,KO
304,Turicibacter_unclassified,X20_BKM_8719_2,97,Species,20 Weeks,B6,KO
305,Turicibacter_unclassified,X20_BKM_8859_1,124,Species,20 Weeks,B6,KO
306,Turicibacter_unclassified,X20_BKM_8859_2,102,Species,20 Weeks,B6,KO
307,Turicibacter_unclassified,X20_BKM_8860_1,52,Species,20 Weeks,B6,KO
308,Turicibacter_unclassified,X20_BKM_8860_2,26,Species,20 Weeks,B6,KO
309,Turicibacter_unclassified,X20_BWF_8754_1,81,Species,20 Weeks,B6,WT
310,Turicibacter_unclassified,X20_BWF_8754_2,73,Species,20 Weeks,B6,WT
311,Turicibacter_unclassified,X20_BWF_8755_1,59,Species,20 Weeks,B6,WT
312,Turicibacter_unclassified,X20_BWF_8755_2,108,Species,20 Weeks,B6,WT
313,Turicibacter_unclassified,X20_BWF_8852_1,81,Species,20 Weeks,B6,WT
